risk_id,loan_id,customer_id,risk_grade,pd,lgd,ead,ecl,risk_weight,rwa,provision_amount,assessment_date_id,basel_category
RISK01555,LOAN01555,CUST0206,BB,0.4195,0.3147,12144.19,1603.24,1.1524,9933.32,1647.03,20240520,Sovereign
RISK01556,LOAN01556,CUST0876,BBB,0.3695,0.4686,23278.79,4030.67,0.5368,20699.9,4394.25,20240501,Sovereign
RISK01557,LOAN01557,CUST0706,AAA,0.0887,0.501,165300.97,7345.76,1.1667,153232.7,7421.44,20241108,SME
RISK01558,LOAN01558,CUST0459,CC,0.7177,0.6056,19661.39,8545.61,0.4196,14590.5,8946.65,20240121,SME
RISK01559,LOAN01559,CUST0499,BBB,0.3717,0.6542,17430.48,4238.5,0.2999,16185.05,4089.42,20250106,Sovereign
RISK01560,LOAN01560,CUST0017,AA,0.1734,0.5873,57748.86,5881.02,0.6525,43674.38,6403.91,20240615,Corporate
RISK01561,LOAN01561,CUST0709,B,0.5316,0.6353,71318.61,24086.11,0.5368,67035.78,24591.1,20250120,SME
RISK01562,LOAN01562,CUST0639,AAA,0.0389,0.3129,378970.87,4612.76,0.624,251217.9,4757.04,20240723,Corporate
RISK01563,LOAN01563,CUST0462,AAA,0.0455,0.6459,147526.17,4335.57,0.616,92003.79,4060.09,20240318,SME
RISK01564,LOAN01564,CUST0003,A,0.245,0.4923,5246.55,632.8,0.9504,6115.35,617.74,20240408,Retail
RISK01565,LOAN01565,CUST0366,AAA,0.0969,0.6675,16159.47,1045.21,1.4139,16724.88,1130.28,20240517,SME
RISK01566,LOAN01566,CUST0691,D,0.95,0.5138,94049.83,45906.66,0.2583,64785.34,41693.87,20250130,Retail
RISK01567,LOAN01567,CUST0216,A,0.201,0.549,149883.63,16539.51,0.4188,91687.51,17784.35,20250126,Corporate
RISK01568,LOAN01568,CUST0829,D,0.95,0.45,326649.62,139642.71,0.6124,153119.79,131049.52,20240515,Corporate
RISK01569,LOAN01569,CUST0532,CCC,0.6764,0.3881,113659.25,29836.79,1.2508,49595.17,30478.67,20240119,Retail
RISK01570,LOAN01570,CUST0978,AAA,0.0819,0.6465,84595.8,4479.21,1.4585,44925.56,4407.45,20250213,SME
RISK01571,LOAN01571,CUST0131,AA,0.1909,0.6053,53857.79,6223.36,1.442,52927.66,5796.1,20250319,Retail
RISK01572,LOAN01572,CUST0602,D,0.95,0.4606,174337.52,76284.87,0.9064,218905.29,81478.84,20240822,Retail
RISK01573,LOAN01573,CUST0086,AAA,0.0307,0.3041,149846.45,1398.95,1.415,141132.7,1419.47,20241130,Corporate
RISK01574,LOAN01574,CUST0091,AAA,0.032,0.4627,230246.01,3409.11,0.4802,111815.93,3197.34,20240428,SME
RISK01575,LOAN01575,CUST0443,AA,0.185,0.5364,141982.35,14089.48,0.6364,145121.86,15272.43,20240328,SME
RISK01576,LOAN01576,CUST0962,AAA,0.0734,0.3412,50167.11,1256.39,0.4346,56192.68,1224.72,20241126,Retail
RISK01577,LOAN01577,CUST0108,B,0.585,0.5907,321213.17,110998.26,1.3004,336780.32,110934.03,20250516,Sovereign
RISK01578,LOAN01578,CUST0164,AAA,0.0811,0.4423,67639.78,2426.27,0.7583,51920.83,2534.85,20250527,Retail
RISK01579,LOAN01579,CUST0175,AAA,0.0573,0.673,194438.34,7498.11,1.2078,80107.21,8088.79,20240428,Retail
RISK01580,LOAN01580,CUST0004,CC,0.73,0.4969,11249.81,4080.72,0.2242,13465.66,4411.81,20240508,Retail
RISK01581,LOAN01581,CUST0565,CCC,0.6934,0.4358,11510.94,3478.42,1.1043,10513.65,3277.04,20250112,Sovereign
RISK01582,LOAN01582,CUST0132,AAA,0.0901,0.6246,214551.35,12074.19,0.4652,109571.28,13125.36,20250331,Corporate
RISK01583,LOAN01583,CUST0525,AAA,0.01,0.6165,119077.92,734.12,0.3123,65289.91,737.17,20240302,SME
RISK01584,LOAN01584,CUST0269,BB,0.4026,0.5428,236437.68,51669.03,0.5631,283904.26,56342.95,20250224,Sovereign
RISK01585,LOAN01585,CUST0736,AAA,0.0688,0.3817,95382.71,2504.84,1.4472,124298.03,2438.16,20240228,Corporate
RISK01586,LOAN01586,CUST0399,AAA,0.0443,0.652,46162.97,1333.35,1.3557,56768.39,1436.97,20240502,SME
RISK01587,LOAN01587,CUST0714,AAA,0.0843,0.3092,35642.47,929.04,1.3641,30745.13,838.11,20240214,SME
RISK01588,LOAN01588,CUST0101,A,0.2114,0.6529,1041.68,143.78,0.542,414.23,135.8,20241020,SME
RISK01589,LOAN01589,CUST0631,AAA,0.0587,0.6961,2434.19,99.46,0.2613,2927.3,96.72,20250126,Corporate
RISK01590,LOAN01590,CUST0252,BB,0.4064,0.6828,109254.76,30317.09,0.6688,152415.53,31207.73,20241029,Sovereign
RISK01591,LOAN01591,CUST0452,AAA,0.0564,0.5915,5625.91,187.68,1.3404,4163.28,176.91,20240524,Corporate
RISK01592,LOAN01592,CUST0748,AAA,0.0748,0.4655,130082.42,4529.39,0.8773,51631.23,4697.0,20250120,Retail
RISK01593,LOAN01593,CUST0390,B,0.5159,0.6625,9861.54,3370.51,0.8036,4928.15,3590.79,20250126,Sovereign
RISK01594,LOAN01594,CUST0923,AAA,0.0343,0.5141,126924.21,2238.13,0.9807,147456.1,2147.19,20241128,Sovereign
RISK01595,LOAN01595,CUST0965,AAA,0.0219,0.6894,111621.81,1685.25,0.9861,74217.67,1814.79,20240413,Corporate
RISK01596,LOAN01596,CUST0589,AAA,0.0322,0.4378,145841.81,2055.96,0.9606,117479.92,1982.49,20241108,Corporate
RISK01597,LOAN01597,CUST0338,A,0.2632,0.3348,57216.78,5041.91,0.5533,40206.07,4992.7,20250428,Corporate
RISK01598,LOAN01598,CUST0723,AAA,0.0748,0.3471,261737.87,6795.52,0.7935,278833.41,6365.22,20250526,Corporate
RISK01599,LOAN01599,CUST0505,AAA,0.0641,0.4243,52087.92,1416.67,0.4894,14249.5,1484.92,20250314,Corporate
RISK01600,LOAN01600,CUST0413,AAA,0.0351,0.5017,211073.15,3716.93,1.332,173344.01,3672.41,20250416,Retail
RISK01601,LOAN01601,CUST0856,AAA,0.0173,0.4123,7855.37,56.03,0.2825,4082.93,57.56,20241010,Sovereign
RISK01602,LOAN01602,CUST0288,AAA,0.0628,0.6065,113953.17,4340.27,1.1099,32757.8,4282.3,20240817,Sovereign
RISK01603,LOAN01603,CUST0711,CC,0.722,0.3288,65919.01,15648.75,0.6342,53486.55,14734.35,20240905,Retail
RISK01604,LOAN01604,CUST0892,AA,0.1771,0.4384,83065.08,6449.23,1.08,111805.67,6417.71,20240109,Retail
RISK01605,LOAN01605,CUST0427,AAA,0.0931,0.6299,266344.88,15619.45,0.7541,139705.91,14565.24,20240528,Retail
RISK01606,LOAN01606,CUST0718,A,0.246,0.5496,16729.58,2261.87,1.3923,17765.03,2362.81,20240620,Corporate
RISK01607,LOAN01607,CUST0614,CCC,0.682,0.5005,209172.91,71399.29,0.2292,45219.13,71812.69,20240423,Corporate
RISK01608,LOAN01608,CUST0175,AAA,0.01,0.4989,4213.38,21.02,0.2216,3827.6,21.28,20240304,Sovereign
RISK01609,LOAN01609,CUST0328,CC,0.7037,0.4911,186415.54,64422.8,1.1826,117088.46,66624.68,20240830,Corporate
RISK01610,LOAN01610,CUST0296,B,0.5082,0.6125,267966.73,83410.67,1.104,181092.74,90218.27,20250109,Corporate
RISK01611,LOAN01611,CUST0584,AAA,0.0299,0.6174,19370.58,357.59,0.2548,28413.18,369.39,20240319,Sovereign
RISK01612,LOAN01612,CUST0170,BB,0.4093,0.5069,55633.29,11542.47,1.2252,46701.69,12690.19,20250317,SME
RISK01613,LOAN01613,CUST0679,AAA,0.01,0.4305,129263.97,556.48,1.283,59164.65,581.47,20250128,Sovereign
RISK01614,LOAN01614,CUST0270,AAA,0.0411,0.5255,45962.68,992.7,0.6176,46184.61,1076.33,20240408,Sovereign
RISK01615,LOAN01615,CUST0744,CC,0.7361,0.4194,116533.67,35976.31,0.6316,148457.32,34663.3,20241113,Retail
RISK01616,LOAN01616,CUST0216,AAA,0.0252,0.4819,12360.98,150.11,0.5807,8638.19,154.16,20240812,Retail
RISK01617,LOAN01617,CUST0295,AAA,0.0352,0.4461,37051.95,581.82,1.4948,40642.85,564.28,20241206,Corporate
RISK01618,LOAN01618,CUST0345,AAA,0.0329,0.5595,4548.57,83.73,0.711,3101.45,76.22,20240724,SME
RISK01619,LOAN01619,CUST0635,AAA,0.075,0.6143,202598.87,9334.24,0.3723,48155.39,9052.44,20250427,Sovereign
RISK01620,LOAN01620,CUST0498,AAA,0.091,0.6094,12126.99,672.51,0.7061,6302.76,635.54,20250220,Retail
RISK01621,LOAN01621,CUST0656,BBB,0.3971,0.4776,4166.17,790.13,0.3379,2556.99,780.59,20240717,Retail
RISK01622,LOAN01622,CUST0477,AAA,0.0493,0.5359,203824.95,5385.03,1.233,186683.71,5001.39,20240526,SME
RISK01623,LOAN01623,CUST0826,AAA,0.0499,0.4134,63116.8,1302.02,0.8418,61820.15,1187.99,20240528,Retail
RISK01624,LOAN01624,CUST0413,AAA,0.0678,0.5636,6840.88,261.4,1.1332,9333.32,254.85,20240726,Retail
RISK01625,LOAN01625,CUST0108,AAA,0.0432,0.539,0.0,0.0,0.4038,0.0,0.0,20240708,SME
RISK01626,LOAN01626,CUST0321,AAA,0.0236,0.5199,170055.88,2086.52,0.4748,153223.47,2249.26,20240707,SME
RISK01627,LOAN01627,CUST0600,AAA,0.0879,0.6182,260745.1,14168.83,0.3246,109641.79,15352.27,20240203,Corporate
RISK01628,LOAN01628,CUST0609,AAA,0.0214,0.6203,7646.26,101.5,0.6331,10749.52,95.02,20250102,SME
RISK01629,LOAN01629,CUST0772,B,0.5165,0.5541,9623.9,2754.29,0.8649,11857.3,2933.39,20240313,Corporate
RISK01630,LOAN01630,CUST0233,AAA,0.01,0.5778,6244.41,36.08,0.3634,3462.91,35.97,20240919,Sovereign
RISK01631,LOAN01631,CUST0023,BB,0.4108,0.4748,53300.48,10396.14,0.2403,72574.21,10718.04,20250224,SME
RISK01632,LOAN01632,CUST0834,D,0.95,0.6588,132668.98,83032.21,0.4752,188445.75,77623.72,20250112,SME
RISK01633,LOAN01633,CUST0606,AAA,0.01,0.3505,0.0,0.0,1.3872,0.0,0.0,20240722,Sovereign
RISK01634,LOAN01634,CUST0201,AAA,0.0586,0.6159,22951.82,828.37,0.7129,14877.93,829.01,20240106,Retail
RISK01635,LOAN01635,CUST0826,BBB,0.3785,0.4056,163742.34,25137.66,1.0191,44420.68,26361.01,20250412,SME
RISK01636,LOAN01636,CUST0387,CCC,0.6776,0.339,49187.12,11298.6,1.4506,41986.66,11275.64,20241018,Retail
RISK01637,LOAN01637,CUST0546,AA,0.1811,0.3824,64377.95,4458.34,1.2238,69395.5,4827.75,20250326,Sovereign
RISK01638,LOAN01638,CUST0659,BBB,0.387,0.6591,40702.79,10382.13,1.4637,49877.51,10289.68,20240307,Retail
RISK01639,LOAN01639,CUST0962,AAA,0.0324,0.6899,277193.78,6196.05,0.6972,398164.23,6303.07,20240823,Corporate
RISK01640,LOAN01640,CUST0114,AAA,0.0395,0.4164,240185.21,3950.52,1.0168,287128.86,3793.5,20240901,SME
RISK01641,LOAN01641,CUST0048,AAA,0.0144,0.5415,295109.01,2301.14,1.3767,311421.49,2405.11,20250406,Corporate
RISK01642,LOAN01642,CUST0432,AAA,0.0846,0.4579,259015.56,10033.83,1.4788,291893.61,9724.76,20240324,Retail
RISK01643,LOAN01643,CUST0307,A,0.2054,0.4189,307371.69,26446.89,0.6447,207726.62,24584.84,20240331,SME
RISK01644,LOAN01644,CUST0411,AAA,0.0685,0.3923,71332.15,1916.88,1.1482,55565.72,1789.87,20241202,SME
RISK01645,LOAN01645,CUST0397,AAA,0.0814,0.6992,6255.68,356.04,0.4809,7954.18,385.41,20240525,Corporate
RISK01646,LOAN01646,CUST0611,AAA,0.0545,0.5318,35991.8,1043.15,0.7669,48407.43,1014.94,20240513,Corporate
RISK01647,LOAN01647,CUST0012,AAA,0.0729,0.6124,31779.1,1418.74,1.3673,43902.05,1419.71,20241001,SME
RISK01648,LOAN01648,CUST0176,BBB,0.3884,0.504,17907.35,3505.43,1.4618,21466.1,3288.59,20241221,SME
RISK01649,LOAN01649,CUST0283,D,0.95,0.6024,232868.93,133266.23,0.7855,81046.5,137905.22,20241203,Corporate
RISK01650,LOAN01650,CUST0197,AAA,0.0311,0.6673,4949.36,102.71,1.1726,4028.03,108.81,20241118,Retail
RISK01651,LOAN01651,CUST0223,BBB,0.3422,0.6644,250639.71,56984.86,1.4555,314996.27,53027.65,20250109,Corporate
RISK01652,LOAN01652,CUST0089,AAA,0.0808,0.6449,66314.93,3455.53,1.227,69186.62,3297.77,20240303,Retail
RISK01653,LOAN01653,CUST0505,AAA,0.0573,0.3295,163606.81,3088.95,1.2815,124818.77,2850.06,20241026,Retail
RISK01654,LOAN01654,CUST0956,BBB,0.3965,0.5362,8871.62,1886.14,1.2334,10742.33,1982.54,20240930,Sovereign
RISK01655,LOAN01655,CUST0459,AAA,0.0436,0.3243,12103.53,171.14,0.8584,8707.39,169.01,20240926,Sovereign
RISK01656,LOAN01656,CUST0230,AAA,0.0763,0.6041,37002.35,1705.54,1.3656,20633.93,1762.0,20240704,Sovereign
RISK01657,LOAN01657,CUST0232,BBB,0.3833,0.692,127924.84,33931.25,0.4901,116146.01,31410.52,20240324,Sovereign
RISK01658,LOAN01658,CUST0349,AAA,0.0983,0.5901,50437.29,2925.71,0.7854,71955.52,3001.72,20250509,Retail
RISK01659,LOAN01659,CUST0120,AAA,0.0849,0.6564,96165.27,5359.13,1.4626,37378.56,5833.1,20250124,Corporate
RISK01660,LOAN01660,CUST0594,D,0.95,0.4569,152885.49,66360.71,0.8244,164726.15,62166.27,20240725,Retail
RISK01661,LOAN01661,CUST0371,AAA,0.0683,0.384,44840.72,1176.05,1.2558,14958.71,1065.74,20250107,Retail
RISK01662,LOAN01662,CUST0275,AAA,0.0742,0.3046,193456.9,4372.38,1.0425,48806.87,4234.91,20240325,Sovereign
RISK01663,LOAN01663,CUST0741,AAA,0.0132,0.4639,7082.72,43.37,0.7255,5502.6,45.1,20250213,Retail
RISK01664,LOAN01664,CUST0035,AAA,0.0205,0.526,156919.37,1692.06,0.2401,233281.65,1686.81,20250327,SME
RISK01665,LOAN01665,CUST0148,BBB,0.3389,0.4751,75867.46,12215.53,0.5144,76815.93,12052.05,20240724,Retail
RISK01666,LOAN01666,CUST0367,AAA,0.0653,0.3672,86152.08,2065.77,1.2093,71042.13,2161.3,20240905,Sovereign
RISK01667,LOAN01667,CUST0238,AAA,0.01,0.4605,5398.8,24.86,0.7904,4010.15,25.87,20240522,Retail
RISK01668,LOAN01668,CUST0029,AAA,0.0341,0.5151,323279.01,5678.37,1.2379,344067.2,5762.22,20250518,Retail
RISK01669,LOAN01669,CUST0798,B,0.5033,0.453,34394.95,7841.87,1.01,15524.77,7222.04,20240425,Retail
RISK01670,LOAN01670,CUST0260,AAA,0.0579,0.6014,29062.68,1011.99,1.0774,16968.38,1069.1,20250426,Retail
RISK01671,LOAN01671,CUST0803,AAA,0.0444,0.6041,128429.13,3444.73,0.322,145059.31,3663.39,20240123,Corporate
RISK01672,LOAN01672,CUST0136,A,0.2113,0.4588,113048.17,10959.39,1.0111,87734.68,10266.98,20240709,Corporate
RISK01673,LOAN01673,CUST0044,CCC,0.6701,0.6597,302712.53,133818.61,0.5613,321937.03,122883.16,20241122,SME
RISK01674,LOAN01674,CUST0735,A,0.2207,0.4888,174815.68,18858.79,0.4821,42521.25,20057.07,20240512,Corporate
RISK01675,LOAN01675,CUST0496,AAA,0.0362,0.4635,83751.86,1405.25,0.4724,54822.63,1517.75,20240416,SME
RISK01676,LOAN01676,CUST0116,AAA,0.0557,0.3027,66882.1,1127.66,0.7626,42732.76,1178.73,20240708,Corporate
RISK01677,LOAN01677,CUST0332,AAA,0.0681,0.5922,51965.36,2095.7,0.7549,14533.77,1959.13,20250508,Corporate
RISK01678,LOAN01678,CUST0004,AAA,0.0137,0.646,97383.47,861.86,0.6699,54483.25,915.2,20240406,SME
RISK01679,LOAN01679,CUST0890,BBB,0.3689,0.4623,20783.93,3544.54,1.4914,26547.82,3497.16,20240531,Sovereign
RISK01680,LOAN01680,CUST0459,AAA,0.0292,0.5171,108443.06,1637.42,0.3222,54804.67,1708.5,20240126,SME
RISK01681,LOAN01681,CUST0194,AAA,0.0398,0.5829,126496.97,2934.66,0.4525,46563.65,2682.65,20250525,Retail
RISK01682,LOAN01682,CUST0051,AAA,0.0742,0.5126,128624.55,4892.22,1.0779,183026.05,4604.53,20240227,Sovereign
RISK01683,LOAN01683,CUST0103,AAA,0.0975,0.5677,6713.44,371.59,1.2049,10028.34,360.56,20241025,Sovereign
RISK01684,LOAN01684,CUST0133,A,0.2019,0.3953,12340.63,984.92,0.9777,4890.79,917.08,20241104,Retail
RISK01685,LOAN01685,CUST0993,AAA,0.0593,0.3413,300855.92,6089.05,0.621,319234.6,5542.19,20250329,Corporate
RISK01686,LOAN01686,CUST0961,AAA,0.0974,0.6616,8537.0,550.12,1.3427,11892.61,589.04,20250206,Retail
RISK01687,LOAN01687,CUST0851,BB,0.416,0.5331,352431.3,78158.55,0.3076,365390.69,77415.57,20240921,Retail
RISK01688,LOAN01688,CUST0134,AAA,0.0977,0.6167,18714.74,1127.59,1.1282,20566.84,1152.79,20240315,Retail
RISK01689,LOAN01689,CUST0461,AAA,0.0306,0.5519,288170.45,4866.66,1.304,368670.83,4572.73,20240130,Retail
RISK01690,LOAN01690,CUST0312,AAA,0.0406,0.5844,17956.59,426.05,0.6612,18162.03,457.08,20240715,Sovereign
RISK01691,LOAN01691,CUST0916,BBB,0.3604,0.5136,89620.69,16588.92,1.3173,122313.56,17553.79,20240129,Sovereign
RISK01692,LOAN01692,CUST0304,A,0.2234,0.3038,257867.77,17501.21,0.2607,89644.26,18581.05,20240610,SME
RISK01693,LOAN01693,CUST0716,A,0.2636,0.6333,174176.15,29076.6,0.2037,114982.35,26405.81,20250307,Sovereign
RISK01694,LOAN01694,CUST0268,BB,0.4051,0.4074,73553.42,12139.09,0.3024,99722.16,11184.56,20250318,SME
RISK01695,LOAN01695,CUST0998,AAA,0.0311,0.3263,62914.52,638.45,0.2493,64212.83,677.45,20240719,Retail
RISK01696,LOAN01696,CUST0888,AAA,0.061,0.3891,451999.06,10728.24,1.2221,94248.78,11356.59,20240619,Retail
RISK01697,LOAN01697,CUST0626,A,0.2501,0.6851,177070.83,30339.94,1.4209,109107.05,28014.07,20240508,Retail
RISK01698,LOAN01698,CUST0331,AAA,0.0863,0.308,217495.43,5781.12,0.5239,224862.86,6160.99,20250311,SME
RISK01699,LOAN01699,CUST0442,AAA,0.0605,0.3064,123277.09,2285.21,1.177,59855.46,2228.83,20250309,SME
RISK01700,LOAN01700,CUST0995,AAA,0.0503,0.3998,34326.52,690.3,0.5161,32142.38,710.07,20240103,Sovereign
RISK01701,LOAN01701,CUST0333,AAA,0.0144,0.5821,53034.26,444.55,0.6812,30018.8,475.74,20241221,Corporate
RISK01702,LOAN01702,CUST0444,AAA,0.0587,0.4109,339221.09,8181.96,0.5179,388466.55,8290.95,20240906,Corporate
RISK01703,LOAN01703,CUST0758,AAA,0.0457,0.3992,255336.74,4658.22,1.2115,144129.1,4494.61,20250204,Retail
RISK01704,LOAN01704,CUST0524,A,0.2505,0.3833,8582.61,824.07,1.1851,9079.54,816.35,20241207,Sovereign
RISK01705,LOAN01705,CUST0236,AAA,0.0539,0.3764,0.0,0.0,0.2097,0.0,0.0,20241127,Retail
RISK01706,LOAN01706,CUST0162,AAA,0.0327,0.6275,147379.91,3024.13,1.0411,52122.68,3052.97,20240107,SME
RISK01707,LOAN01707,CUST0092,AAA,0.01,0.3608,28683.36,103.49,0.303,6078.39,109.27,20240429,Retail
RISK01708,LOAN01708,CUST0838,BB,0.4189,0.3526,46627.93,6887.14,0.9422,58635.8,6479.27,20241018,SME
RISK01709,LOAN01709,CUST0821,A,0.2553,0.6614,30369.73,5128.09,0.2192,10531.22,5260.67,20250601,Corporate
RISK01710,LOAN01710,CUST0761,A,0.2541,0.344,61273.88,5355.97,0.3788,23966.97,5360.69,20250422,Sovereign
RISK01711,LOAN01711,CUST0879,AAA,0.0632,0.3526,193111.78,4303.36,1.2967,80744.75,4352.49,20240209,Sovereign
RISK01712,LOAN01712,CUST0252,A,0.2539,0.5629,6312.82,902.23,1.1196,2221.49,950.34,20250111,Sovereign
RISK01713,LOAN01713,CUST0734,CCC,0.6979,0.4157,64361.21,18672.28,0.2366,90583.82,17298.78,20250104,Sovereign
RISK01714,LOAN01714,CUST0622,AAA,0.0306,0.5743,71217.01,1251.54,0.3913,44413.75,1256.03,20240905,Sovereign
RISK01715,LOAN01715,CUST0433,CC,0.7432,0.467,293564.43,101888.7,1.4049,214637.95,93416.8,20240203,Retail
RISK01716,LOAN01716,CUST0052,AAA,0.0281,0.6895,25452.59,493.14,1.0015,31019.15,488.97,20241008,SME
RISK01717,LOAN01717,CUST0118,AAA,0.0527,0.574,111389.38,3369.51,1.3135,143575.8,3283.62,20241128,Corporate
RISK01718,LOAN01718,CUST0954,AAA,0.0759,0.4521,121791.42,4179.2,0.3226,46131.5,4480.48,20240417,SME
RISK01719,LOAN01719,CUST0036,D,0.95,0.5675,343845.3,185375.6,0.6805,373579.93,170793.03,20241011,SME
RISK01720,LOAN01720,CUST0459,AAA,0.0712,0.3115,123508.1,2739.26,1.0654,67789.28,2838.97,20250529,SME
RISK01721,LOAN01721,CUST0051,D,0.95,0.5566,66999.15,35427.14,1.3809,55647.12,38194.68,20241129,Sovereign
RISK01722,LOAN01722,CUST0291,AAA,0.0435,0.5107,126393.29,2807.88,0.41,127331.95,2688.82,20240614,Corporate
RISK01723,LOAN01723,CUST0461,AAA,0.0351,0.543,133008.91,2535.06,0.7934,27332.85,2688.05,20250508,Sovereign
RISK01724,LOAN01724,CUST0412,AA,0.1876,0.6728,429001.46,54147.4,1.2434,262201.88,57603.11,20240910,Retail
RISK01725,LOAN01725,CUST0034,AAA,0.0704,0.4928,262025.35,9090.48,0.3039,233781.46,8372.18,20240715,SME
RISK01726,LOAN01726,CUST0694,AAA,0.0371,0.519,209345.32,4030.92,1.3973,205753.54,4289.63,20240807,Sovereign
RISK01727,LOAN01727,CUST0013,AAA,0.0658,0.6987,204628.23,9407.67,0.5788,129878.67,9732.87,20240429,Sovereign
RISK01728,LOAN01728,CUST0033,AAA,0.0631,0.3948,108897.42,2712.84,0.6232,95853.18,2488.27,20250317,Retail
RISK01729,LOAN01729,CUST0139,AAA,0.01,0.312,0.0,0.0,0.9193,0.0,0.0,20241017,Sovereign
RISK01730,LOAN01730,CUST0229,D,0.95,0.4751,141467.84,63850.8,0.7339,200940.48,58864.96,20240303,Corporate
RISK01731,LOAN01731,CUST0985,A,0.2026,0.5087,92221.61,9504.6,0.2305,46854.03,9213.9,20240529,Corporate
RISK01732,LOAN01732,CUST0161,AAA,0.013,0.6587,60037.03,514.1,0.3116,82460.63,464.08,20250213,SME
RISK01733,LOAN01733,CUST0382,AAA,0.0564,0.3174,171613.67,3072.12,0.8119,64055.87,2779.95,20250118,Sovereign
RISK01734,LOAN01734,CUST0946,AAA,0.071,0.6204,348718.54,15360.49,0.7255,376773.86,15971.8,20240613,Retail
RISK01735,LOAN01735,CUST0223,A,0.225,0.4526,150001.36,15275.39,0.5078,73414.37,16034.5,20250423,Retail
RISK01736,LOAN01736,CUST0085,B,0.5282,0.4212,41784.51,9296.13,1.4706,52217.62,9036.22,20250105,Corporate
RISK01737,LOAN01737,CUST0164,AA,0.1911,0.4846,7763.37,718.94,0.4606,10601.74,699.96,20240801,Corporate
RISK01738,LOAN01738,CUST0308,AAA,0.0679,0.5525,397757.41,14921.77,0.894,584363.63,14068.44,20250406,SME
RISK01739,LOAN01739,CUST0943,AAA,0.0454,0.613,69287.25,1928.28,0.5757,63088.64,2005.11,20241213,Sovereign
RISK01740,LOAN01740,CUST0514,AAA,0.0956,0.5706,75340.45,4109.77,0.457,27713.22,4066.64,20240816,SME
RISK01741,LOAN01741,CUST0312,AAA,0.0281,0.3792,165474.11,1763.21,0.2487,217985.34,1654.67,20240109,Corporate
RISK01742,LOAN01742,CUST0107,AA,0.1898,0.4259,200705.12,16224.16,0.7472,198427.18,16012.66,20250215,SME
RISK01743,LOAN01743,CUST0895,AAA,0.0792,0.6227,47713.33,2353.12,0.2279,44652.5,2228.85,20250509,Corporate
RISK01744,LOAN01744,CUST0465,AAA,0.0763,0.4559,199915.28,6954.09,1.4375,51622.15,6396.27,20240720,Retail
RISK01745,LOAN01745,CUST0129,AAA,0.0222,0.6431,191635.03,2735.94,0.8166,70928.74,2992.2,20240115,Retail
RISK01746,LOAN01746,CUST0272,CCC,0.6914,0.3426,94800.81,22455.81,0.2137,107804.62,24102.65,20240626,Corporate
RISK01747,LOAN01747,CUST0766,B,0.5017,0.3671,52165.45,9607.52,0.3115,14931.3,8657.38,20240711,Sovereign
RISK01748,LOAN01748,CUST0462,CCC,0.6908,0.5742,176498.34,70009.37,0.5806,70506.53,74451.7,20250116,Sovereign
RISK01749,LOAN01749,CUST0028,AAA,0.0388,0.4154,46635.25,751.64,1.1116,26834.32,740.14,20241030,Sovereign
RISK01750,LOAN01750,CUST0452,A,0.2251,0.5075,86873.0,9924.22,1.1108,25668.14,10317.37,20250412,Corporate
RISK01751,LOAN01751,CUST0259,AAA,0.0892,0.6192,4569.27,252.37,1.393,3414.18,227.47,20250531,Corporate
RISK01752,LOAN01752,CUST0074,BB,0.4149,0.6737,186513.38,52133.87,0.5583,141331.47,46935.86,20250217,Retail
RISK01753,LOAN01753,CUST0106,D,0.95,0.3095,22528.32,6623.89,0.7048,12607.02,6887.89,20240806,Retail
RISK01754,LOAN01754,CUST0275,AAA,0.0232,0.5662,269494.76,3540.04,0.442,64905.03,3545.7,20240626,SME
RISK01755,LOAN01755,CUST0680,AAA,0.048,0.5719,296936.67,8151.27,1.152,403878.1,8195.75,20240425,Retail
RISK01756,LOAN01756,CUST0745,A,0.2464,0.5334,0.0,0.0,1.0759,0.0,0.0,20250515,Retail
RISK01757,LOAN01757,CUST0414,B,0.5235,0.6978,116200.73,42447.93,1.3543,148004.74,43624.24,20240523,Corporate
RISK01758,LOAN01758,CUST0582,A,0.2596,0.3784,150434.84,14777.61,0.7077,37131.88,14537.12,20240407,SME
RISK01759,LOAN01759,CUST0574,A,0.2532,0.5635,50139.72,7153.84,1.1518,26344.98,7226.02,20241005,Retail
RISK01760,LOAN01760,CUST0465,BB,0.4228,0.4926,309387.53,64436.54,0.5853,360888.56,64582.51,20240819,Retail
RISK01761,LOAN01761,CUST0451,AAA,0.0608,0.3474,156989.19,3315.91,0.4606,173561.83,3502.98,20240617,Sovereign
RISK01762,LOAN01762,CUST0398,CC,0.7038,0.4052,62675.55,17873.8,1.2754,28721.35,16802.83,20250326,Sovereign
RISK01763,LOAN01763,CUST0214,AA,0.1994,0.4944,124946.48,12317.64,1.4418,100741.52,11995.55,20241113,Sovereign
RISK01764,LOAN01764,CUST0237,AAA,0.0395,0.6815,10493.19,282.47,0.5528,5886.25,275.66,20240112,Corporate
RISK01765,LOAN01765,CUST0155,AA,0.184,0.694,250750.97,32019.9,0.4509,55021.25,34106.97,20241229,SME
RISK01766,LOAN01766,CUST0683,AAA,0.0846,0.4839,298944.12,12238.16,1.1025,109563.21,11398.1,20240528,Corporate
RISK01767,LOAN01767,CUST0807,AAA,0.0556,0.356,270731.55,5358.75,0.6331,278850.83,5496.32,20250207,Retail
RISK01768,LOAN01768,CUST0544,D,0.95,0.628,76082.98,45391.11,0.2773,55991.54,49029.34,20240501,SME
