loan_id,customer_id,product_id,disbursal_date_id,disbursal_amount,interest_rate,tenure_months,emi_amount,outstanding_balance,paid_instalments,days_past_due,loan_status,pd,lgd,ead,ecl,collateral_value
LOAN01495,CUST0950,PROD03,20230928,480900.32,10.07,120,6373.79,72828.13,100,0,Active,0.0205,0.3874,72828.13,578.38,214137.84
LOAN01496,CUST0697,PROD01,20200526,210967.5,8.32,180,2055.28,106791.99,76,30,Active,0.2041,0.4182,106791.99,9115.19,71759.82
LOAN01497,CUST0616,PROD04,20221225,107568.43,15.35,120,1758.58,71894.73,33,90,NPA,0.5388,0.4508,71894.73,17462.59,157634.66
LOAN01498,CUST0397,PROD05,20221111,463851.47,9.34,180,4798.97,93848.97,141,180,NPA,0.95,0.4113,93848.97,36670.08,152993.98
LOAN01499,CUST0700,PROD05,20230805,203774.46,9.43,48,5112.64,176127.04,5,0,Active,0.0952,0.6118,176127.04,10258.23,216086.58
LOAN01500,CUST0971,PROD05,20200820,243864.36,7.99,36,7640.7,95487.78,21,0,Active,0.0264,0.4508,95487.78,1136.41,342620.17
LOAN01501,CUST0149,PROD05,20200711,273891.97,8.95,24,12506.4,79751.11,16,0,Active,0.01,0.5146,79751.11,410.4,183377.53
LOAN01502,CUST0598,PROD04,20230828,424751.25,11.58,12,37655.23,64932.43,10,30,Active,0.2457,0.5909,64932.43,9427.16,418062.83
LOAN01503,CUST0853,PROD05,20220904,292909.47,11.31,60,6413.94,92206.46,38,0,Closed,0.0106,0.3497,92206.46,341.79,122652.63
LOAN01504,CUST0875,PROD04,20240607,493983.15,10.53,84,8336.62,395017.35,12,0,Active,0.094,0.6872,395017.35,25516.86,320596.47
LOAN01505,CUST0505,PROD02,20230718,206159.23,9.57,84,3376.86,69113.8,52,0,Active,0.0981,0.4466,69113.8,3027.98,108975.49
LOAN01506,CUST0838,PROD02,20240305,56161.09,12.57,120,824.36,18344.95,77,0,Active,0.01,0.5296,18344.95,97.15,75112.96
LOAN01507,CUST0539,PROD05,20230820,444094.43,7.96,360,3246.23,109428.2,271,0,Active,0.0764,0.5572,109428.2,4658.37,8638.56
LOAN01508,CUST0079,PROD04,20221008,98319.94,13.31,84,1805.24,63950.08,21,0,Closed,0.0194,0.6684,63950.08,829.24,118327.62
LOAN01509,CUST0248,PROD01,20220820,431186.5,10.3,360,3879.9,65578.27,296,90,NPA,0.531,0.5408,65578.27,18831.77,36402.27
LOAN01510,CUST0488,PROD02,20230516,376118.87,10.66,84,6373.03,174054.33,42,0,Active,0.0968,0.647,174054.33,10900.95,383687.78
LOAN01511,CUST0940,PROD05,20230127,80808.55,14.73,24,3907.78,2971.98,23,30,Active,0.1812,0.4289,2971.98,230.97,116494.5
LOAN01512,CUST0351,PROD01,20220615,39521.22,12.6,60,891.16,7515.16,47,0,Closed,0.0629,0.6372,7515.16,301.21,53545.04
LOAN01513,CUST0852,PROD03,20240831,434484.92,15.13,180,6119.73,359279.84,27,180,NPA,0.95,0.4623,359279.84,157790.32,24324.2
LOAN01514,CUST0713,PROD05,20220320,287866.92,9.72,48,7262.4,165936.12,16,0,Closed,0.0252,0.3935,165936.12,1645.46,135564.28
LOAN01515,CUST0223,PROD01,20230520,9295.1,14.06,48,254.28,3275.38,30,0,Closed,0.0775,0.5487,3275.38,139.28,9071.26
LOAN01516,CUST0439,PROD03,20220112,271497.77,8.65,360,2116.51,162302.57,142,0,Closed,0.0611,0.6465,162302.57,6411.14,286138.91
LOAN01517,CUST0472,PROD04,20230726,167667.91,15.54,48,4712.35,137101.92,5,0,Active,0.0206,0.6852,137101.92,1935.21,118323.71
LOAN01518,CUST0957,PROD04,20220716,241718.43,8.66,12,21100.54,95532.09,7,30,Active,0.2641,0.5825,95532.09,14696.49,65358.14
LOAN01519,CUST0136,PROD02,20230816,368812.77,15.53,36,12880.95,292976.2,6,0,Closed,0.0722,0.6243,292976.2,13205.74,33929.43
LOAN01520,CUST0690,PROD02,20210113,219770.35,10.12,48,5586.62,189908.32,0,0,Active,0.031,0.4074,189908.32,2398.43,97753.04
LOAN01521,CUST0996,PROD05,20241122,81874.17,15.87,60,1985.37,70333.29,1,0,Closed,0.0754,0.3029,70333.29,1606.32,73800.1
LOAN01522,CUST0450,PROD04,20211219,63417.59,13.75,24,3037.38,27572.54,13,180,NPA,0.95,0.4096,27572.54,10729.03,58282.85
LOAN01523,CUST0590,PROD03,20200730,250021.43,9.14,60,5207.04,102167.76,34,0,Active,0.01,0.4244,102167.76,433.6,238628.26
LOAN01524,CUST0308,PROD03,20200710,32622.26,15.23,360,418.5,22129.37,91,0,Closed,0.078,0.3109,22129.37,536.64,9768.77
LOAN01525,CUST0393,PROD03,20230616,94713.11,12.41,60,2126.52,66155.47,11,180,NPA,0.95,0.4529,66155.47,28463.72,54214.45
LOAN01526,CUST0598,PROD04,20230513,388807.03,12.34,36,12977.19,210222.05,14,0,Active,0.01,0.3262,210222.05,685.74,479819.06
LOAN01527,CUST0802,PROD02,20230531,418708.45,14.24,12,37641.92,0.0,12,0,Active,0.0859,0.4176,0.0,0.0,237751.05
LOAN01528,CUST0690,PROD02,20221115,138728.66,9.13,48,3460.84,79723.53,19,0,Active,0.0238,0.3835,79723.53,727.66,77187.31
LOAN01529,CUST0962,PROD05,20220219,451752.29,9.66,120,5885.21,404448.21,4,60,Defaulted,0.3695,0.4152,404448.21,62048.99,192635.4
LOAN01530,CUST0745,PROD05,20201227,472169.43,15.53,120,7771.72,176958.36,70,0,Active,0.034,0.6331,176958.36,3809.1,409100.15
LOAN01531,CUST0356,PROD02,20240403,318632.78,15.46,240,4304.42,42576.59,206,0,Active,0.0986,0.4918,42576.59,2064.6,301851.32
LOAN01532,CUST0009,PROD02,20230311,404300.96,12.64,120,5951.1,198462.76,54,0,Active,0.084,0.4881,198462.76,8137.05,198999.35
LOAN01533,CUST0265,PROD04,20200912,263901.67,7.54,240,2132.43,46452.68,195,0,Active,0.055,0.6798,46452.68,1736.82,84026.24
LOAN01534,CUST0282,PROD03,20240223,324302.82,13.17,360,3630.58,85999.12,264,0,Active,0.0611,0.4033,85999.12,2119.16,7978.39
LOAN01535,CUST0718,PROD01,20220726,436730.38,14.87,12,39391.76,204747.13,6,0,Active,0.044,0.3328,204747.13,2998.15,17240.07
LOAN01536,CUST0777,PROD02,20240623,134051.43,15.59,240,1823.89,31514.11,183,0,Active,0.048,0.4434,31514.11,670.72,86892.5
LOAN01537,CUST0334,PROD01,20230829,42903.92,13.69,84,796.69,15193.39,54,30,Active,0.2051,0.5649,15193.39,1760.32,16781.4
LOAN01538,CUST0909,PROD02,20210222,348675.65,15.74,60,8431.02,202460.63,23,30,Active,0.2102,0.5068,202460.63,21568.0,9752.39
LOAN01539,CUST1000,PROD03,20211025,324627.94,14.14,12,29168.8,158829.22,6,0,Closed,0.0484,0.4243,158829.22,3261.74,66085.04
LOAN01540,CUST0730,PROD03,20201230,220143.59,11.51,240,2349.19,52067.71,179,0,Active,0.0446,0.4203,52067.71,976.03,10993.7
LOAN01541,CUST0134,PROD03,20200424,271764.06,14.91,48,7551.0,87989.12,31,0,Active,0.0831,0.5057,87989.12,3697.63,321871.45
LOAN01542,CUST0645,PROD04,20240406,261064.39,9.94,48,6613.75,172986.53,15,0,Active,0.01,0.4541,172986.53,785.53,126515.57
LOAN01543,CUST0360,PROD02,20200208,15759.15,8.18,24,714.04,0.0,24,0,Active,0.0333,0.6867,0.0,0.0,14428.84
LOAN01544,CUST0214,PROD01,20240403,323136.7,11.78,60,7152.12,173784.18,23,90,NPA,0.5708,0.4839,173784.18,48000.95,254073.11
LOAN01545,CUST0778,PROD04,20200409,196709.17,11.03,48,5086.92,182903.23,3,30,Active,0.1882,0.4216,182903.23,14512.48,82989.31
LOAN01546,CUST0644,PROD05,20210612,256791.67,12.58,120,3770.82,51401.8,95,0,Active,0.01,0.6852,51401.8,352.21,75564.65
LOAN01547,CUST0380,PROD04,20231023,48944.75,13.57,120,747.34,10047.2,95,0,Active,0.0124,0.4786,10047.2,59.63,20552.42
LOAN01548,CUST0366,PROD04,20220803,90664.37,11.01,120,1249.42,70677.8,17,120,NPA,0.7111,0.4253,70677.8,21375.15,5594.92
LOAN01549,CUST0629,PROD05,20230524,407790.08,9.75,180,4319.98,121716.56,126,90,NPA,0.5613,0.5737,121716.56,39194.9,397634.01
LOAN01550,CUST0964,PROD03,20240914,357866.76,8.68,240,3146.54,218581.94,90,0,Active,0.0254,0.6303,218581.94,3499.41,14760.05
LOAN01551,CUST0772,PROD02,20220902,235536.82,12.24,120,3412.03,140763.24,36,90,NPA,0.5023,0.6466,140763.24,45718.1,148829.98
LOAN01552,CUST0364,PROD01,20210923,225350.32,9.2,360,1845.74,169853.1,45,60,Defaulted,0.41,0.5607,169853.1,39047.02,70296.09
LOAN01553,CUST0637,PROD05,20200429,323458.12,7.9,12,28122.16,207179.5,4,60,Defaulted,0.3706,0.4428,207179.5,33998.5,245621.47
LOAN01554,CUST0248,PROD03,20240119,174985.61,11.97,60,3889.81,23623.84,51,30,Active,0.2032,0.4368,23623.84,2096.8,47323.12
LOAN01555,CUST0206,PROD02,20220422,492007.4,12.87,120,7308.52,12144.19,117,60,Defaulted,0.4195,0.3147,12144.19,1603.24,344219.48
LOAN01556,CUST0876,PROD05,20240218,39719.09,13.75,24,1902.34,23278.79,9,60,Defaulted,0.3695,0.4686,23278.79,4030.67,4686.72
LOAN01557,CUST0706,PROD05,20221024,297826.84,10.89,360,2811.55,165300.97,160,0,Active,0.0887,0.501,165300.97,7345.76,334552.95
LOAN01558,CUST0459,PROD03,20220402,42867.89,13.71,120,658.14,19661.39,60,120,NPA,0.7177,0.6056,19661.39,8545.61,26258.47
LOAN01559,CUST0499,PROD01,20210728,367873.44,11.0,180,4181.24,17430.48,171,60,Defaulted,0.3717,0.6542,17430.48,4238.5,390775.29
LOAN01560,CUST0017,PROD03,20231229,187585.75,10.42,36,6089.92,57748.86,23,30,Active,0.1734,0.5873,57748.86,5881.02,197354.36
LOAN01561,CUST0709,PROD02,20200108,289254.51,9.08,36,9208.99,71318.61,27,90,NPA,0.5316,0.6353,71318.61,24086.11,295217.1
LOAN01562,CUST0639,PROD05,20220514,457739.76,8.07,36,14358.69,378970.87,3,0,Active,0.0389,0.3129,378970.87,4612.76,332699.09
LOAN01563,CUST0462,PROD02,20210312,297436.49,8.27,240,2538.09,147526.17,116,0,Active,0.0455,0.6459,147526.17,4335.57,369243.82
LOAN01564,CUST0003,PROD02,20211101,134915.53,8.38,360,1025.93,5246.55,344,30,Active,0.245,0.4923,5246.55,632.8,45667.62
LOAN01565,CUST0366,PROD01,20230105,209741.8,15.37,120,3431.55,16159.47,110,0,Active,0.0969,0.6675,16159.47,1045.21,24022.21
LOAN01566,CUST0691,PROD02,20200118,180894.04,10.68,36,5894.86,94049.83,17,180,NPA,0.95,0.5138,94049.83,45906.66,21309.72
LOAN01567,CUST0216,PROD05,20221215,185516.55,8.93,240,1660.8,149883.63,30,30,Active,0.201,0.549,149883.63,16539.51,172496.09
LOAN01568,CUST0829,PROD05,20221206,354411.5,13.26,60,8111.2,326649.62,4,180,NPA,0.95,0.45,326649.62,139642.71,191916.98
LOAN01569,CUST0532,PROD01,20220210,175855.11,12.78,180,2199.6,113659.25,55,120,NPA,0.6764,0.3881,113659.25,29836.79,140462.55
LOAN01570,CUST0978,PROD05,20200706,446306.66,14.01,240,5553.16,84595.8,187,0,Active,0.0819,0.6465,84595.8,4479.21,126580.55
LOAN01571,CUST0131,PROD05,20240730,159319.59,8.83,36,5053.72,53857.79,23,30,Active,0.1909,0.6053,53857.79,6223.36,12432.21
LOAN01572,CUST0602,PROD01,20201221,259930.16,8.82,24,11853.39,174337.52,6,180,NPA,0.95,0.4606,174337.52,76284.87,76669.72
LOAN01573,CUST0086,PROD03,20230806,184409.39,14.72,84,3529.6,149846.45,8,0,Active,0.0307,0.3041,149846.45,1398.95,121973.28
LOAN01574,CUST0091,PROD01,20200407,499909.13,13.79,360,5840.29,230246.01,184,0,Closed,0.032,0.4627,230246.01,3409.11,629443.24
LOAN01575,CUST0443,PROD02,20240314,166140.48,15.03,60,3955.09,141982.35,7,30,Active,0.185,0.5364,141982.35,14089.48,35228.2
LOAN01576,CUST0962,PROD05,20241022,137115.83,8.8,360,1083.59,50167.11,213,0,Active,0.0734,0.3412,50167.11,1256.39,86249.49
LOAN01577,CUST0108,PROD04,20230805,346560.75,8.29,120,4258.03,321213.17,7,90,NPA,0.585,0.5907,321213.17,110998.26,330851.97
LOAN01578,CUST0164,PROD03,20201001,205226.43,8.7,24,9347.49,67639.78,16,0,Active,0.0811,0.4423,67639.78,2426.27,196412.96
LOAN01579,CUST0175,PROD04,20240907,286397.97,10.74,360,2671.32,194438.34,74,0,Active,0.0573,0.673,194438.34,7498.11,37095.82
LOAN01580,CUST0004,PROD01,20211208,119045.3,13.13,360,1328.99,11249.81,324,120,NPA,0.73,0.4969,11249.81,4080.72,135722.96
LOAN01581,CUST0565,PROD04,20200410,83160.82,7.76,48,2020.84,11510.94,41,120,NPA,0.6934,0.4358,11510.94,3478.42,61540.56
LOAN01582,CUST0132,PROD03,20240706,280468.05,15.48,48,7874.05,214551.35,9,0,Active,0.0901,0.6246,214551.35,12074.19,139329.24
LOAN01583,CUST0525,PROD01,20231217,457196.12,15.56,36,15974.52,119077.92,25,0,Active,0.01,0.6165,119077.92,734.12,570411.73
LOAN01584,CUST0269,PROD01,20220507,424363.2,15.03,84,8195.98,236437.68,33,60,Defaulted,0.4026,0.5428,236437.68,51669.03,217103.4
LOAN01585,CUST0736,PROD05,20200217,435959.21,12.89,60,9894.88,95382.71,46,0,Active,0.0688,0.3817,95382.71,2504.84,61318.77
LOAN01586,CUST0399,PROD03,20230708,218550.51,8.64,84,3476.48,46162.97,65,0,Closed,0.0443,0.652,46162.97,1333.35,113950.51
LOAN01587,CUST0714,PROD05,20230630,41664.1,10.81,48,1072.99,35642.47,3,0,Closed,0.0843,0.3092,35642.47,929.04,5511.17
LOAN01588,CUST0101,PROD02,20230212,9515.15,9.88,120,125.11,1041.68,106,30,Active,0.2114,0.6529,1041.68,143.78,10756.86
LOAN01589,CUST0631,PROD01,20210314,13254.78,10.3,240,130.56,2434.19,194,0,Closed,0.0587,0.6961,2434.19,99.46,6415.02
LOAN01590,CUST0252,PROD05,20201211,148474.89,8.12,360,1101.9,109254.76,62,60,Defaulted,0.4064,0.6828,109254.76,30317.09,51971.8
LOAN01591,CUST0452,PROD02,20230222,296319.36,15.0,48,8246.79,5625.91,47,0,Active,0.0564,0.5915,5625.91,187.68,56046.4
LOAN01592,CUST0748,PROD04,20221007,404875.05,9.67,12,35532.84,130082.42,8,0,Active,0.0748,0.4655,130082.42,4529.39,485652.65
LOAN01593,CUST0390,PROD02,20230429,186942.18,13.14,36,6311.43,9861.54,34,90,NPA,0.5159,0.6625,9861.54,3370.51,201029.44
LOAN01594,CUST0923,PROD01,20240405,265836.45,8.81,24,12121.51,126924.21,11,0,Active,0.0343,0.5141,126924.21,2238.13,118839.28
LOAN01595,CUST0965,PROD04,20220920,321373.61,11.77,120,4568.15,111621.81,78,0,Closed,0.0219,0.6894,111621.81,1685.25,353864.17
LOAN01596,CUST0589,PROD03,20240828,240097.22,8.75,360,1888.85,145841.81,118,0,Closed,0.0322,0.4378,145841.81,2055.96,283539.79
LOAN01597,CUST0338,PROD05,20230711,462264.06,13.45,36,15675.89,57216.78,31,30,Active,0.2632,0.3348,57216.78,5041.91,475552.69
LOAN01598,CUST0723,PROD03,20221214,343532.59,15.85,120,5722.55,261737.87,20,0,Active,0.0748,0.3471,261737.87,6795.52,317988.88
LOAN01599,CUST0505,PROD04,20210610,115889.77,12.71,84,2090.03,52087.92,45,0,Active,0.0641,0.4243,52087.92,1416.67,19398.62
LOAN01600,CUST0413,PROD04,20221220,216250.12,15.45,360,2812.34,211073.15,4,0,Closed,0.0351,0.5017,211073.15,3716.93,59583.01
LOAN01601,CUST0856,PROD01,20220322,419376.19,8.23,48,10283.54,7855.37,47,0,Active,0.0173,0.4123,7855.37,56.03,79421.06
LOAN01602,CUST0288,PROD05,20240609,156128.28,13.13,48,4198.61,113953.17,10,0,Active,0.0628,0.6065,113953.17,4340.27,102083.05
LOAN01603,CUST0711,PROD01,20200618,485560.01,9.83,240,4631.2,65919.01,203,120,NPA,0.722,0.3288,65919.01,15648.75,622244.36
LOAN01604,CUST0892,PROD02,20220617,190490.34,14.99,48,5300.52,83065.08,25,30,Active,0.1771,0.4384,83065.08,6449.23,74638.31
LOAN01605,CUST0427,PROD01,20211207,294956.42,15.09,48,8222.32,266344.88,2,0,Closed,0.0931,0.6299,266344.88,15619.45,178257.17
LOAN01606,CUST0718,PROD02,20221012,28798.52,10.33,36,933.72,16729.58,13,30,Active,0.246,0.5496,16729.58,2261.87,2720.01
LOAN01607,CUST0614,PROD02,20231226,411400.77,10.47,240,4099.06,209172.91,113,120,NPA,0.682,0.5005,209172.91,71399.29,455336.12
LOAN01608,CUST0175,PROD01,20220101,362714.16,14.72,84,6942.35,4213.38,83,0,Active,0.01,0.4989,4213.38,21.02,185084.39
LOAN01609,CUST0328,PROD05,20201011,457521.99,10.78,24,21277.41,186415.54,13,120,NPA,0.7037,0.4911,186415.54,64422.8,351375.86
LOAN01610,CUST0296,PROD04,20200106,282783.44,14.1,180,3784.96,267966.73,5,90,NPA,0.5082,0.6125,267966.73,83410.67,238631.0
LOAN01611,CUST0584,PROD01,20230528,37013.67,11.61,240,397.53,19370.58,94,0,Active,0.0299,0.6174,19370.58,357.59,33535.24
LOAN01612,CUST0170,PROD03,20210225,217574.8,9.84,24,10023.91,55633.29,17,60,Defaulted,0.4093,0.5069,55633.29,11542.47,210207.54
LOAN01613,CUST0679,PROD05,20220901,222787.52,11.19,60,4865.08,129263.97,24,0,Active,0.01,0.4305,129263.97,556.48,242376.4
LOAN01614,CUST0270,PROD02,20230731,115214.28,14.01,60,2681.43,45962.68,34,0,Active,0.0411,0.5255,45962.68,992.7,164309.87
LOAN01615,CUST0744,PROD01,20240826,136487.59,12.71,360,1478.95,116533.67,27,120,NPA,0.7361,0.4194,116533.67,35976.31,23043.19
LOAN01616,CUST0216,PROD03,20230430,235977.5,15.95,180,3457.58,12360.98,169,0,Active,0.0252,0.4819,12360.98,150.11,80957.81
LOAN01617,CUST0295,PROD05,20210622,333290.1,14.46,48,9184.74,37051.95,42,0,Active,0.0352,0.4461,37051.95,581.82,480899.75
LOAN01618,CUST0345,PROD04,20210605,115509.14,9.8,24,5319.5,4548.57,23,0,Active,0.0329,0.5595,4548.57,83.73,81016.9
LOAN01619,CUST0635,PROD03,20201106,431048.19,12.06,48,11363.85,202598.87,23,0,Closed,0.075,0.6143,202598.87,9334.24,540971.1
LOAN01620,CUST0498,PROD05,20210909,184252.06,11.76,180,2182.96,12126.99,167,0,Closed,0.091,0.6094,12126.99,672.51,72546.88
LOAN01621,CUST0656,PROD01,20240509,208219.59,9.53,48,5234.11,4166.17,47,60,Defaulted,0.3971,0.4776,4166.17,790.13,93880.91
LOAN01622,CUST0477,PROD01,20210530,404397.57,15.98,120,6769.15,203824.95,56,0,Closed,0.0493,0.5359,203824.95,5385.03,436970.34
LOAN01623,CUST0826,PROD02,20210818,280205.65,13.57,24,13396.63,63116.8,18,0,Closed,0.0499,0.4134,63116.8,1302.02,300051.77
LOAN01624,CUST0413,PROD01,20200908,17572.15,12.67,180,218.53,6840.88,99,0,Active,0.0678,0.5636,6840.88,261.4,1036.24
LOAN01625,CUST0108,PROD04,20240315,470358.02,11.41,12,41661.03,0.0,12,0,Active,0.0432,0.539,0.0,0.0,666139.31
LOAN01626,CUST0321,PROD03,20231024,201944.89,13.48,24,9646.42,170055.88,3,0,Closed,0.0236,0.5199,170055.88,2086.52,239747.3
LOAN01627,CUST0600,PROD04,20220630,340043.68,10.5,120,4588.38,260745.1,25,0,Active,0.0879,0.6182,260745.1,14168.83,358693.87
LOAN01628,CUST0609,PROD04,20200403,33607.5,8.59,180,332.72,7646.26,136,0,Active,0.0214,0.6203,7646.26,101.5,41350.98
LOAN01629,CUST0772,PROD02,20230607,41833.28,9.11,12,3660.52,9623.9,9,90,NPA,0.5165,0.5541,9623.9,2754.29,61217.61
LOAN01630,CUST0233,PROD04,20220409,160255.88,13.55,48,4343.14,6244.41,46,0,Closed,0.01,0.5778,6244.41,36.08,125038.06
LOAN01631,CUST0023,PROD02,20231211,333775.58,15.27,12,30168.56,53300.48,10,60,Defaulted,0.4108,0.4748,53300.48,10396.14,182620.68
LOAN01632,CUST0834,PROD02,20220309,259264.75,15.78,12,23496.33,132668.98,5,180,NPA,0.95,0.6588,132668.98,83032.21,183122.15
LOAN01633,CUST0606,PROD03,20231220,75037.78,11.81,24,3525.63,0.0,24,0,Active,0.01,0.3505,0.0,0.0,14454.81
LOAN01634,CUST0201,PROD02,20200603,315178.38,8.91,60,6528.83,22951.82,55,0,Closed,0.0586,0.6159,22951.82,828.37,258393.11
LOAN01635,CUST0826,PROD02,20240922,405955.93,14.85,84,7799.51,163742.34,50,60,Defaulted,0.3785,0.4056,163742.34,25137.66,383089.75
LOAN01636,CUST0387,PROD03,20231204,94527.42,13.33,48,2551.44,49187.12,20,120,NPA,0.6776,0.339,49187.12,11298.6,109528.74
LOAN01637,CUST0546,PROD03,20200623,194113.03,11.33,48,5048.12,64377.95,32,30,Active,0.1811,0.3824,64377.95,4458.34,240369.04
LOAN01638,CUST0659,PROD05,20200724,112111.94,14.62,360,1383.59,40702.79,219,60,Defaulted,0.387,0.6591,40702.79,10382.13,144953.23
LOAN01639,CUST0962,PROD01,20210616,337026.55,8.91,120,4252.91,277193.78,9,0,Active,0.0324,0.6899,277193.78,6196.05,454682.61
LOAN01640,CUST0114,PROD02,20220626,273142.82,15.25,36,9502.06,240185.21,0,0,Closed,0.0395,0.4164,240185.21,3950.52,371994.97
LOAN01641,CUST0048,PROD05,20200122,332393.12,11.61,120,4694.24,295109.01,13,0,Active,0.0144,0.5415,295109.01,2301.14,1288.18
LOAN01642,CUST0432,PROD04,20231112,320071.77,9.08,24,14634.15,259015.56,3,0,Active,0.0846,0.4579,259015.56,10033.83,23681.67
LOAN01643,CUST0307,PROD01,20221023,407891.59,9.39,120,5253.48,307371.69,28,30,Active,0.2054,0.4189,307371.69,26446.89,200992.54
LOAN01644,CUST0411,PROD03,20230613,236297.75,8.43,120,2920.91,71332.15,78,0,Closed,0.0685,0.3923,71332.15,1916.88,241637.17
LOAN01645,CUST0397,PROD03,20240618,21429.23,12.3,360,225.38,6255.68,249,0,Active,0.0814,0.6992,6255.68,356.04,22666.8
LOAN01646,CUST0611,PROD04,20231030,66074.5,8.09,12,5750.47,35991.8,5,0,Active,0.0545,0.5318,35991.8,1043.15,46042.05
LOAN01647,CUST0012,PROD04,20210721,63343.52,10.32,36,2053.45,31779.1,15,0,Closed,0.0729,0.6124,31779.1,1418.74,32393.38
LOAN01648,CUST0176,PROD04,20240617,74594.86,8.46,12,6504.77,17907.35,9,60,Defaulted,0.3884,0.504,17907.35,3505.43,41046.39
LOAN01649,CUST0283,PROD05,20200122,433095.54,15.39,36,15096.25,232868.93,14,180,NPA,0.95,0.6024,232868.93,133266.23,537616.27
LOAN01650,CUST0197,PROD05,20230801,7109.56,10.58,24,329.98,4949.36,7,0,Active,0.0311,0.6673,4949.36,102.71,4024.53
LOAN01651,CUST0223,PROD03,20200907,438660.5,13.74,12,39332.42,250639.71,4,60,Defaulted,0.3422,0.6644,250639.71,56984.86,160907.35
LOAN01652,CUST0089,PROD05,20211107,259047.48,12.9,84,4698.51,66314.93,61,0,Active,0.0808,0.6449,66314.93,3455.53,176331.98
LOAN01653,CUST0505,PROD04,20200615,351133.14,9.13,180,3588.63,163606.81,88,0,Active,0.0573,0.3295,163606.81,3088.95,133596.96
LOAN01654,CUST0956,PROD04,20200110,51145.22,10.83,84,871.17,8871.62,69,60,Defaulted,0.3965,0.5362,8871.62,1886.14,16021.28
LOAN01655,CUST0459,PROD04,20230218,62075.14,12.24,60,1388.37,12103.53,48,0,Closed,0.0436,0.3243,12103.53,171.14,36106.66
LOAN01656,CUST0230,PROD03,20211026,400523.86,11.37,360,3926.67,37002.35,325,0,Active,0.0763,0.6041,37002.35,1705.54,26799.37
LOAN01657,CUST0232,PROD02,20210625,396666.33,13.86,360,4656.07,127924.84,231,60,Defaulted,0.3833,0.692,127924.84,33931.25,591753.69
LOAN01658,CUST0349,PROD01,20240515,154586.36,9.89,12,13582.69,50437.29,8,0,Closed,0.0983,0.5901,50437.29,2925.71,50368.08
LOAN01659,CUST0120,PROD05,20200708,196573.27,14.78,84,3769.0,96165.27,37,0,Active,0.0849,0.6564,96165.27,5359.13,106113.78
LOAN01660,CUST0594,PROD03,20240702,209710.49,8.5,180,2065.1,152885.49,27,180,NPA,0.95,0.4569,152885.49,66360.71,277167.91
LOAN01661,CUST0371,PROD03,20231011,212072.15,11.42,84,3678.19,44840.72,65,0,Active,0.0683,0.384,44840.72,1176.05,161252.22
LOAN01662,CUST0275,PROD01,20240401,292085.15,12.68,48,7789.6,193456.9,16,0,Closed,0.0742,0.3046,193456.9,4372.38,190091.9
LOAN01663,CUST0741,PROD05,20240201,95088.18,14.86,360,1191.7,7082.72,332,0,Active,0.0132,0.4639,7082.72,43.37,78142.71
LOAN01664,CUST0035,PROD05,20240420,442160.21,15.07,180,6209.63,156919.37,112,0,Closed,0.0205,0.526,156919.37,1692.06,547448.17
LOAN01665,CUST0148,PROD04,20210401,236875.75,9.06,180,2411.01,75867.46,113,60,Defaulted,0.3389,0.4751,75867.46,12215.53,84693.58
LOAN01666,CUST0367,PROD01,20200923,300551.6,8.97,240,2698.34,86152.08,169,0,Closed,0.0653,0.3672,86152.08,2065.77,90939.21
LOAN01667,CUST0238,PROD02,20231102,30683.44,8.72,48,759.49,5398.8,39,0,Active,0.01,0.4605,5398.8,24.86,32602.8
LOAN01668,CUST0029,PROD04,20230305,355320.38,13.28,60,8135.65,323279.01,0,0,Active,0.0341,0.5151,323279.01,5678.37,208815.28
LOAN01669,CUST0798,PROD02,20230511,49720.26,11.8,60,1100.98,34394.95,15,90,NPA,0.5033,0.453,34394.95,7841.87,70120.91
LOAN01670,CUST0260,PROD05,20240822,171484.22,12.02,240,1890.58,29062.68,199,0,Active,0.0579,0.6014,29062.68,1011.99,205667.12
LOAN01671,CUST0803,PROD01,20210608,184244.45,15.69,36,6449.33,128429.13,9,0,Active,0.0444,0.6041,128429.13,3444.73,83651.58
LOAN01672,CUST0136,PROD03,20211113,242437.28,14.81,12,21860.25,113048.17,6,30,Active,0.2113,0.4588,113048.17,10959.39,246826.2
LOAN01673,CUST0044,PROD02,20240118,475722.91,8.93,360,3803.84,302712.53,127,120,NPA,0.6701,0.6597,302712.53,133818.61,443444.23
LOAN01674,CUST0735,PROD03,20230221,482406.74,15.34,120,7883.65,174815.68,75,30,Active,0.2207,0.4888,174815.68,18858.79,379521.54
LOAN01675,CUST0496,PROD02,20221129,105476.43,14.28,180,1424.57,83751.86,19,0,Active,0.0362,0.4635,83751.86,1405.25,91175.5
LOAN01676,CUST0116,PROD04,20230927,199189.41,10.05,360,1755.39,66882.1,218,0,Active,0.0557,0.3027,66882.1,1127.66,1341.27
LOAN01677,CUST0332,PROD01,20231207,93504.73,11.65,12,8292.48,51965.36,5,0,Active,0.0681,0.5922,51965.36,2095.7,92020.38
LOAN01678,CUST0004,PROD01,20240121,183621.89,10.62,180,2043.44,97383.47,69,0,Active,0.0137,0.646,97383.47,861.86,18770.96
LOAN01679,CUST0890,PROD03,20220411,70145.98,11.46,120,984.62,20783.93,83,60,Defaulted,0.3689,0.4623,20783.93,3544.54,71606.34
